movie,genres,main_genre,subgenres,release_month,release_year,budget,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,ROI
Super 8,"Mystery,Sci-Fi,Thriller",Mystery,"['Sci-Fi', 'Thriller']",6,2011,high,50000000,127004179,130968566,257972745,207972745,515.9454900000001
Kick-Ass 2,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",8,2013,mid,28000000,28795985,34333924,63129909,35129909,225.4639607142857
My Week with Marilyn,"Biography,Drama",Biography,['Drama'],11,2011,mid,10000000,14597405,19643167,34240572,24240572,342.40572
The Age of Adaline,"Drama,Fantasy,Romance",Drama,"['Fantasy', 'Romance']",4,2015,mid,30000000,42629776,26354760,68984536,38984536,229.9484533333333
Colombiana,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",8,2011,mid,40000000,36665854,35629408,72295262,32295262,180.73815499999998
Freeheld,"Biography,Drama,Romance",Biography,"['Drama', 'Romance']",10,2015,mid,7000000,546201,1186027,1732228,-5267772,24.746114285714285
The Perks of Being a Wallflower,Drama,Drama,[],9,2012,mid,13000000,17742948,15326355,33069303,20069303,254.37925384615383
Grudge Match,"Comedy,Drama,Sport",Comedy,"['Drama', 'Sport']",12,2013,mid,40000000,29807260,40000000,69807260,29807260,174.51815
Polisse,"Crime,Drama",Crime,['Drama'],5,2012,mid,8900000,176988,22567144,22744132,13844132,255.55204494382022
Fun Size,"Adventure,Comedy",Adventure,['Comedy'],10,2012,mid,14000000,9409538,1757077,11166615,-2833385,79.76153571428571
Pacific Rim,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",7,2013,high,190000000,101802906,309200000,411002906,221002906,216.31731894736842
Middle Men,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",8,2010,mid,20000000,754301,0,754301,-19245699,3.771505
All Eyez on Me,"Biography,Drama,Music",Biography,"['Drama', 'Music']",6,2017,mid,45000000,44922302,9954553,54876855,9876855,121.94856666666666
Vampires Suck,Comedy,Comedy,[],8,2010,mid,20000000,36661504,44763484,81424988,61424988,407.12494000000004
Damsels in Distress,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",4,2012,low,3000000,1007535,316764,1324299,-1675701,44.1433
Deadfall,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",12,2012,mid,6000000,66351,1607284,1673635,-4326365,27.89391666666667
Mirror Mirror,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",3,2012,high,85000000,64935167,108678315,173613482,88613482,204.25115529411767
Ice Age: Continental Drift,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",7,2012,high,95000000,161321843,718443294,879765137,784765137,926.068565263158
The Sapphires,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",3,2013,mid,9000000,2450867,17944173,20395040,11395040,226.61155555555555
Entourage,Comedy,Comedy,[],6,2015,mid,30000000,32363404,14075134,46438538,16438538,154.79512666666665
Take Shelter,"Drama,Horror,Thriller",Drama,"['Horror', 'Thriller']",9,2011,low,4750000,1728953,3243063,4972016,222016,104.67402105263157
Ready Player One,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",3,2018,high,150000000,137690172,441599964,579290136,429290136,386.193424
Trolls,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",11,2016,high,125000000,153707064,190443070,344150134,219150134,275.3201072
Stoker,"Drama,Thriller",Drama,['Thriller'],3,2013,mid,12000000,1703125,10331788,12034913,34913,100.29094166666668
Circumstance,Drama,Drama,[],8,2011,low,900000,454121,504857,958978,58978,106.55311111111112
Despicable Me 2,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",7,2013,high,76000000,368065385,607151450,975216835,899216835,1283.1800460526315
Before I Fall,"Drama,Fantasy,Mystery",Drama,"['Fantasy', 'Mystery']",3,2017,mid,5000000,12241072,6704610,18945682,13945682,378.91364
The Guilt Trip,"Comedy,Drama",Comedy,['Drama'],12,2012,mid,40000000,37134215,4160459,41294674,1294674,103.23668500000001
The Virginity Hit,Comedy,Comedy,[],9,2010,low,2000000,636706,0,636706,-1363294,31.8353
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family",Comedy,['Family'],10,2014,mid,28000000,66954149,34425138,101379287,73379287,362.06888214285715
Peeples,"Comedy,Romance",Comedy,['Romance'],5,2013,mid,11000000,9177065,130101,9307166,-1692834,84.6106
Sausage Party,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",8,2016,mid,19000000,97670358,43673897,141344255,122344255,743.9171315789474
Casa de mi Padre,"Comedy,Western",Comedy,['Western'],3,2012,mid,6000000,5909483,2537469,8446952,2446952,140.78253333333333
Justin Bieber: Never Say Never,"Documentary,Music",Documentary,['Music'],2,2011,mid,13000000,73013910,26020215,99034125,86034125,761.8009615384615
Grave Encounters,Horror,Horror,[],9,2011,low,2000000,0,2151887,2151887,151887,107.59434999999999
Chronicle,"Drama,Sci-Fi,Thriller",Drama,"['Sci-Fi', 'Thriller']",2,2012,mid,12000000,64575175,59106615,123681790,111681790,1030.6815833333333
Snowpiercer,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",6,2014,mid,40000000,4563029,83506851,88069880,48069880,220.1747
The Last Days on Mars,"Adventure,Horror,Sci-Fi",Adventure,"['Horror', 'Sci-Fi']",12,2013,mid,10600000,24084,237280,261364,-10338636,2.465698113207547
Joyful Noise,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",1,2012,mid,27500000,30932113,225801,31157914,3657914,113.30150545454545
Office Christmas Party,Comedy,Comedy,[],12,2016,mid,45000000,54767494,36555805,91323299,46323299,202.94066444444442
Alex Cross,"Action,Crime,Mystery",Action,"['Crime', 'Mystery']",10,2012,mid,35000000,25888412,9538347,35426759,426759,101.21931142857143
Triple 9,"Crime,Thriller",Crime,['Thriller'],2,2016,mid,20000000,12639297,13304495,25943792,5943792,129.71896
The Spectacular Now,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",8,2013,low,2500000,6852971,63980,6916951,4416951,276.67804
Raymond Did It,Horror,Horror,[],2,2011,low,40000,3632,0,3632,-36368,9.08
Another Happy Day,"Comedy,Drama",Comedy,['Drama'],11,2011,low,4000000,9120,969407,978527,-3021473,24.463175
Vamps,"Comedy,Horror,Thriller",Comedy,"['Horror', 'Thriller']",11,2012,mid,16000000,3361,91451,94812,-15905188,0.592575
October Baby,Drama,Drama,[],3,2012,low,1000000,5355847,36145,5391992,4391992,539.1992
We're the Millers,"Comedy,Crime",Comedy,['Crime'],8,2013,mid,37000000,150394119,117422157,267816276,230816276,723.827772972973
L!fe Happens,Comedy,Comedy,[],4,2012,low,930000,30905,0,30905,-899095,3.323118279569892
Before I Go to Sleep,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",10,2014,mid,22000000,3242457,16321122,19563579,-2436421,88.9253590909091
Killer Joe,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",7,2012,mid,10000000,1291645,3367465,4659110,-5340890,46.591100000000004
The Way Way Back,"Comedy,Drama",Comedy,['Drama'],7,2013,mid,5000000,21502690,5351120,26853810,21853810,537.0762
Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror",Action,"['Comedy', 'Horror']",10,2015,mid,15000000,3703046,11851809,15554855,554855,103.69903333333332
Bohemian Rhapsody,"Biography,Drama,Music",Biography,"['Drama', 'Music']",11,2018,high,55000000,216303339,678682003,894985342,839985342,1627.2460763636363
Darling Companion,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",4,2012,mid,12000000,793352,406994,1200346,-10799654,10.002883333333333
Ender's Game,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",11,2013,high,110000000,61737191,66246092,127983283,17983283,116.34843909090908
The Lords of Salem,"Horror,Thriller",Horror,['Thriller'],4,2013,low,1500000,1165881,375250,1541131,41131,102.74206666666667
50/50,Documentary,Documentary,[],9,2011,mid,8000000,35016118,6318617,41334735,33334735,516.6841875
Snow White and the Huntsman,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",6,2012,high,170000000,155136755,245884991,401021746,231021746,235.89514470588236
Secret in Their Eyes,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",11,2015,mid,20000000,20180155,12427864,32608019,12608019,163.040095
Jersey Boys,"Biography,Drama,Music",Biography,"['Drama', 'Music']",6,2014,mid,40000000,47047013,18235719,65282732,25282732,163.20683
Sabotage,"Action,Crime,Drama",Action,"['Crime', 'Drama']",3,2014,mid,35000000,10508518,7867925,18376443,-16623557,52.50412285714285
Your Sister's Sister,"Comedy,Drama",Comedy,['Drama'],6,2012,low,120000,1597486,1493107,3090593,2970593,2575.494166666667
I Don't Know How She Does It,"Comedy,Romance",Comedy,['Romance'],9,2011,mid,24000000,9659074,14815389,24474463,474463,101.97692916666668
Moonrise Kingdom,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",5,2012,mid,16000000,45512466,23335980,68848446,52848446,430.30278749999997
Red Lights,"Drama,Fantasy,Horror",Drama,"['Fantasy', 'Horror']",7,2012,mid,17700000,49521,14469363,14518884,-3181116,82.02759322033899
Sound of My Voice,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",4,2012,low,135000,408015,21433,429448,294448,318.1096296296296
The Collection,"Action,Horror,Thriller",Action,"['Horror', 'Thriller']",11,2012,mid,10000000,6810754,2079340,8890094,-1109906,88.90093999999999
The Ghastly Love of Johnny X,"Comedy,Fantasy,Musical",Comedy,"['Fantasy', 'Musical']",10,2012,low,2000000,2436,0,2436,-1997564,0.12179999999999999
Twixt,"Comedy,Fantasy,Horror",Comedy,"['Fantasy', 'Horror']",7,2013,mid,7000000,0,1268346,1268346,-5731654,18.11922857142857
Blue Like Jazz,"Comedy,Drama",Comedy,['Drama'],4,2012,low,1200000,595018,0,595018,-604982,49.584833333333336
People Like Us,Drama,Drama,[],6,2012,mid,16000000,12431792,185680,12617472,-3382528,78.8592
The To Do List,"Comedy,Romance",Comedy,['Romance'],7,2013,low,1500000,3491669,637159,4128828,2628828,275.2552
The Snowman,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",10,2017,mid,35000000,6670765,36555381,43226146,8226146,123.50327428571428
Arbitrage,"Drama,Thriller",Drama,['Thriller'],9,2012,mid,12000000,7919574,27911139,35830713,23830713,298.589275
Killing Them Softly,"Crime,Thriller",Crime,['Thriller'],11,2012,mid,15000000,14945541,24292902,39238443,24238443,261.58961999999997
The Expendables 2,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",8,2012,high,100000000,85028192,226951064,311979256,211979256,311.979256
Silent House,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",3,2012,low,2000000,12739737,3871023,16610760,14610760,830.538
The Giant Mechanical Man,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",4,2012,low,900000,7396,0,7396,-892604,0.8217777777777777
Apollo 18,"Horror,Mystery,Sci-Fi",Horror,"['Mystery', 'Sci-Fi']",9,2011,mid,5000000,17686929,8830890,26517819,21517819,530.3563800000001
Danny Collins,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",3,2015,mid,10000000,5637066,2828779,8465845,-1534155,84.65845
Wreck-It Ralph,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",11,2012,high,165000000,189412677,307098844,496511521,331511521,300.9160733333333
Trade of Innocents,"Drama,Thriller",Drama,['Thriller'],10,2012,mid,5800000,15091,0,15091,-5784909,0.26018965517241377
Outside Bet,Comedy,Comedy,[],2,2015,mid,7500000,0,13524,13524,-7486476,0.18032
A Star is Born,"Documentary,Music",Documentary,['Music'],10,2018,mid,36000000,215288866,218160705,433449571,397449571,1204.026586111111
50 to 1,Drama,Drama,[],3,2014,mid,10000000,1069454,0,1069454,-8930546,10.69454
Paranormal Activity 3,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",10,2011,mid,5000000,104028807,103011037,207039844,202039844,4140.79688
Anna Karenina,"Drama,Romance",Drama,['Romance'],11,2012,mid,49000000,12816367,58188260,71004627,22004627,144.90740204081632
Hands of Stone,"Action,Biography,Drama",Action,"['Biography', 'Drama']",8,2016,mid,20000000,4712792,319183,5031975,-14968025,25.159875
Elysium,Drama,Drama,[],8,2013,high,120000000,93050117,193141974,286192091,166192091,238.49340916666665
Madea's Big Happy Family,"Comedy,Drama",Comedy,['Drama'],4,2011,mid,25000000,53345287,815531,54160818,29160818,216.643272
Kill List,"Crime,Drama,Horror",Crime,"['Drama', 'Horror']",2,2012,low,800000,29063,433143,462206,-337794,57.77575
Pirates of the Caribbean: Dead Men Tell No Tales,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",5,2017,high,230000000,172558876,615682261,788241137,558241137,342.71353782608696
The Maze Runner,"Action,Mystery,Sci-Fi",Action,"['Mystery', 'Sci-Fi']",9,2014,mid,34000000,102427862,245891999,348319861,314319861,1024.4701794117648
Zero Dark Thirty,"Drama,Thriller",Drama,['Thriller'],12,2012,high,52500000,95720716,38891719,134612435,82112435,256.4046380952381
Inherent Vice,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",12,2014,mid,20000000,8110975,6661371,14772346,-5227654,73.86173000000001
While We're Young,"Comedy,Drama,Mystery",Comedy,"['Drama', 'Mystery']",3,2015,mid,10000000,7582065,9921763,17503828,7503828,175.03828
Cirque du Soleil: Worlds Away,Fantasy,Fantasy,[],12,2012,mid,25000000,12512862,15500000,28012862,3012862,112.051448
Rudderless,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",10,2014,mid,5000000,56001,511218,567219,-4432781,11.34438
Southpaw,"Drama,Sport",Drama,['Sport'],7,2015,mid,30000000,52421953,41734503,94156456,64156456,313.8548533333333
Her,"Drama,Romance,Sci-Fi",Drama,"['Romance', 'Sci-Fi']",1,2014,mid,23000000,25568251,22595564,48163815,25163815,209.40789130434783
American Hustle,"Crime,Drama",Crime,['Drama'],12,2013,mid,40000000,150117807,107760487,257878294,217878294,644.695735
That Awkward Moment,"Comedy,Romance",Comedy,['Romance'],1,2014,mid,8000000,26068955,27000000,53068955,45068955,663.3619375000001
Step Up Revolution,"Drama,Music,Romance",Drama,"['Music', 'Romance']",7,2012,mid,33000000,35074677,130477613,165552290,132552290,501.67360606060606
Gotti,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",6,2018,mid,10000000,4286367,1802733,6089100,-3910900,60.891
Unbroken,"Biography,Drama,Sport",Biography,"['Drama', 'Sport']",12,2014,high,65000000,115637895,47889929,163527824,98527824,251.5812676923077
Little Boy,"Drama,History,War",Drama,"['History', 'War']",4,2015,mid,20000000,6485961,11283338,17769299,-2230701,88.846495
Admission,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",3,2013,mid,13000000,18007317,726349,18733666,5733666,144.10512307692306
After Earth,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",5,2013,high,130000000,60522097,190977568,251499665,121499665,193.46128076923077
The Place Beyond the Pines,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",3,2013,mid,15000000,21403519,25607930,47011449,32011449,313.40966
Freaks of Nature,"Comedy,Horror,Sci-Fi",Comedy,"['Horror', 'Sci-Fi']",10,2015,mid,33000000,70958,0,70958,-32929042,0.21502424242424242
Nebraska,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",11,2013,mid,12000000,17654912,7106448,24761360,12761360,206.34466666666665
The Nut Job,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",1,2014,mid,30000000,64251538,58278428,122529966,92529966,408.43322000000006
RED 2,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",7,2013,high,84000000,53262560,88244795,141507355,57507355,168.4611369047619
Sparrows Dance,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",8,2013,low,175000,2602,0,2602,-172398,1.4868571428571429
Chappie,"Action,Crime,Drama",Action,"['Crime', 'Drama']",3,2015,mid,49000000,31569268,73432788,105002056,56002056,214.28991020408162
Black Panther,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",2,2018,high,200000000,700059566,648198658,1348258224,1148258224,674.129112
About Last Night,"Comedy,Romance",Comedy,['Romance'],2,2014,mid,13000000,48637684,1808176,50445860,37445860,388.0450769230769
Space Pirate Captain Harlock,"Animation,Sci-Fi",Animation,['Sci-Fi'],12,2013,mid,30000000,0,310985,310985,-29689015,1.0366166666666665
Dhoom 3,"Action,Thriller",Action,['Thriller'],12,2013,mid,24000000,8031955,3691665,11723620,-12276380,48.848416666666665
Queen of the Desert,"Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",4,2017,mid,36000000,0,1578543,1578543,-34421457,4.3848416666666665
The Fifth Estate,"Biography,Drama,Thriller",Biography,"['Drama', 'Thriller']",10,2013,mid,26000000,3254172,2900000,6154172,-19845828,23.669892307692308
The Face of Love,"Drama,Mystery,Romance",Drama,"['Mystery', 'Romance']",3,2014,low,4000000,385069,773808,1158877,-2841123,28.971925
Divergent,"Action,Adventure,Mystery",Action,"['Adventure', 'Mystery']",3,2014,high,85000000,150947895,125067070,276014965,191014965,324.7234882352941
The Words,"Drama,Mystery,Romance",Drama,"['Mystery', 'Romance']",9,2012,mid,6000000,11494838,4874870,16369708,10369708,272.82846666666666
Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",4,2014,high,170000000,259746958,454654931,714401889,544401889,420.2364052941176
Inescapable,"Action,Drama,Mystery",Action,"['Drama', 'Mystery']",2,2013,low,4000000,4327,0,4327,-3995673,0.10817500000000001
Django Unchained,"Drama,Western",Drama,['Western'],12,2012,high,100000000,162805434,287142889,449948323,349948323,449.948323
You're Next,"Action,Comedy,Horror",Action,"['Comedy', 'Horror']",8,2013,low,1000000,18494006,8393171,26887177,25887177,2688.7177
Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",8,2013,high,90000000,68559554,132300000,200859554,110859554,223.17728222222223
End of Watch,"Action,Crime,Drama",Action,"['Crime', 'Drama']",9,2012,mid,15000000,41003371,16583235,57586606,42586606,383.91070666666667
Resident Evil: Retribution,"Action,Horror,Sci-Fi",Action,"['Horror', 'Sci-Fi']",9,2012,high,65000000,42345531,198302098,240647629,175647629,370.2271215384616
Tim and Eric's Billion Dollar Movie,Comedy,Comedy,[],3,2012,low,3000000,201436,22216,223652,-2776348,7.455066666666667
Blade Runner 2049,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",10,2017,high,185000000,92054159,167303249,259357408,74357408,140.1931935135135
To Rome with Love,"Comedy,Music,Romance",Comedy,"['Music', 'Romance']",6,2012,mid,21500000,16684352,57641663,74326015,52826015,345.70239534883723
Dirty Grandpa,Comedy,Comedy,[],1,2016,mid,11500000,35593113,69485336,105078449,93578449,913.7256434782608
Turbo,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",7,2013,high,135000000,83028130,203868448,286896578,151896578,212.5159837037037
Deepwater Horizon,"Action,Drama,History",Action,"['Drama', 'History']",9,2016,high,156000000,61433527,61170297,122603824,-33396176,78.59219487179487
Safety Not Guaranteed,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",6,2012,low,750000,4010957,411361,4422318,3672318,589.6424
